SNo,Date,StartupName,IndustryVertical,SubVertical,InvestmentType,New,AmountInUSD
1698,28/10/2015,UrDoorStep,Online Grocery Store,,Private Equity,,
1699,29/10/2015,Tavaga,Investment management platform,,Seed Funding,,
1700,29/10/2015,Moglix,Industrial Toons Marketplace,,Private Equity,,
1701,29/10/2015,ZopHop,Public Commute helper App,,Seed Funding,,"450,000"
1702,30/10/2015,Niki.ai,Artificial Intelligence Ecommerce Chatbot,,Seed Funding,,
1703,30/10/2015,Instavans,Truck Aggregator & Logistics service,,Seed Funding,,
1704,30/10/2015,LiftO,Ridesharing Mobile app,,Seed Funding,,"130,000"
1705,30/10/2015,TinyOwl,Food Discovery & Delivery Mobile app,,Private Equity,,"7,500,000"
1706,30/10/2015,Toppr.com,Competitive exam learning platform,,Private Equity,,"2,000,000"
1707,30/10/2015,Kleeto,Document Digitization platform,,Seed Funding,,"230,000"
1708,30/10/2015,BeaconsTalk,proximity marketing & Mobile Advertising platform,,Seed Funding,,"80,000"
1709,31/10/2015,Jugnoo,Autorickshaw Aggregator & Booking platform,,Private Equity,,"10,000,000"
1710,1/9/2015,TOFlo,FinTech Startup Incubation platform,,Seed Funding,,"100,000"
1711,1/9/2015,FXMartIndia,Payment Services platform,,Private Equity,,
1712,1/9/2015,Stylecracker,Personalized Styling platform,,Private Equity,,"1,000,000"
1713,1/9/2015,Luxuryhues,Luxury goods  Shopping Platform,,Private Equity,,"900,000"
1714,2/9/2015,HolaChef,Food Delivery Platform,,Private Equity,,
1715,2/9/2015,Zivame,Online Lingerie Marketplace,,Private Equity,,"40,000,000"
1716,2/9/2015,Capillary Tech,Cloud software solutions,,Private Equity,,"45,000,000"
1717,3/9/2015,Jobspire,Job Search Platform,,Seed Funding,,"260,000"
1718,3/9/2015,MeraDoctor,Doctor consultancy Mobile App,,Seed Funding,,
1719,3/9/2015,Vistaar Finance,Small Business Financing (NBFC),,Private Equity,,"40,000,000"
1720,3/9/2015,HiJinny,Beauty & Wellness Services Marketplace,,Seed Funding,,
1721,4/9/2015,Clapsnslaps,Online Movie Review Platform,,Seed Funding,,"150,000"
1722,4/9/2015,Blubox,ECommerce Brands’ Full Service Agency,,Seed Funding,,"100,000"
1723,4/9/2015,RoomCentral,Cloud-based Hotel Booking Platform,,Seed Funding,,"2,000,000"
1724,7/9/2015,YouthKiAwaaz,Community Driven News/Views Platform,,Seed Funding,,"600,000"
1725,7/9/2015,Prozo,Study Material Marketplace,,Seed Funding,,"205,000"
1726,7/9/2015,Zomato,Restaurant Ratings & Reviews platform,,Private Equity,,"60,000,000"
1727,7/9/2015,Sahayog Dairy,Dairy Based Product Manufacturer,,Private Equity,,"1,800,000"
1728,8/9/2015,MockBank,Government Test Preparation platform,,Seed Funding,,"400,000"
1729,8/9/2015,ReportBee,Smart Report Cards for Schools,,Seed Funding,,
1730,8/9/2015,GuruG Learning,Teacher empowerment platform,,Seed Funding,,
1731,10/9/2015,OnlineTyari,Multilingual Test Preparation Platform,,Private Equity,,"770,000"
1732,10/9/2015,IndustryBuying,Industrial Tools Marketplace,,Private Equity,,"9,200,000"
1733,10/9/2015,The/Nudge Foundation,Non Profit Organization to alleviate poverty,,Seed Funding,,"315,000"
1734,11/9/2015,FitMeIn,Gym & Fitness Studios Subscription platform,,Seed Funding,,"100,000"
1735,11/9/2015,Envoged,pre-used luxury item Marketplace,,Seed Funding,,
1736,11/9/2015,Zapyle,pre-used apparel shopping mobile app,,Seed Funding,,"1,000,000"
1737,11/9/2015,Renomania,Home Design & Décor platform,,Seed Funding,,
1738,12/9/2015,CredR,Used Vehicles Marketplace,,Private Equity,,"15,000,000"
1739,12/9/2015,YatraGenie,Online Bus & Cab ticketing platform,,Private Equity,,
1740,14/09/2015,CanvasFlip,Mobile App testing platform,,Seed Funding,,"1,200,000"
1741,14/09/2015,Shadowfax,Hyperlocal Delivery Services,,Private Equity,,"9,000,000"
1742,14/09/2015,UE Life Sciences,Early Cancer Detection Solutions,,Private Equity,,"3,000,000"
1743,14/09/2015,Ola Cabs,Cab rental Mobile app,,Private Equity,,"225,000,000"
1744,15/09/2015,Coverfox,Online Insurance Distribution Platform,,Private Equity,,"2,000,000"
1745,15/09/2015,MoEngage,Mobile Marketing Automation Platform,,Private Equity,,"4,250,000"
1746,15/09/2015,Mubble,Prepaid Mobile Bill Manager App,,Seed Funding,,
1747,15/09/2015,Tea Trails,Chain of Tea Café’s,,Seed Funding,,"1,000,000"
1748,15/09/2015,Room on Call,Branded Budget Hotel Marketplace,,Seed Funding,,"300,000"
1749,15/09/2015,FYNE,Home Fitting & Fixtures Marketplace,,Seed Funding,,
1750,16/09/2015,ChaiPoint,Food Subscription platform,,Private Equity,,"10,000,000"
1751,16/09/2015,WedmeGood.com,Wedding Planning Platform,,Seed Funding,,"410,000"
1752,16/09/2015,XSTOK,B2B Mobile Auction Marketplace,,Seed Funding,,"450,000"
1753,17/09/2015,UniLog,ECommerce Data Analytics Platform,,Private Equity,,
1754,17/09/2015,Paintcollar,Designer Merchandize Marketplace,,Seed Funding,,
1755,17/09/2015,YepMe,Private label Fashion eTailer,,Private Equity,,"75,000,000"
1756,17/09/2015,Bueno,Online Food ordering & delivery,,Seed Funding,,"600,000"
1757,18/09/2015,Plabro,Real Estate Broker Platform App,,Seed Funding,,"350,000"
1758,18/09/2015,CureJoy,Online Health & Wellness platform,,Private Equity,,"1,150,000"
1759,18/09/2015,Briston Technomach,Internet of Things platform,,Seed Funding,,"150,000"
1760,18/09/2015,LabStreet,Diagnostic Labs aggregator platform,,Seed Funding,,"150,000"
1761,19/09/2015,DailyNinja,Hyperlocal Delivery Platform,,Seed Funding,,
1762,21/09/2015,Portea Medical,Home Medical Care Services,,Private Equity,,"37,500,000"
1763,21/09/2015,Neotrade Analytics,Real-Time stock data platform,,Seed Funding,,"235,000"
1764,21/09/2015,DishCo,Food discovery & table booking app,,Seed Funding,,
1765,21/09/2015,LafaLafa,coupons and cashback aggregator app,,Seed Funding,,"125,000"
1766,21/09/2015,ConnectAbank,Financial Products lead generation platform,,Seed Funding,,
1767,22/09/2015,VillFarm,Sustainable Agri-inputs Firm,,Seed Funding,,
1768,22/09/2015,Bestdealfinance,Financial Services Portal,,Private Equity,,"3,000,000"
1769,22/09/2015,GameXS.in,Pre-owned games Marketplace,,Seed Funding,,
1770,22/09/2015,The Man Company,Content-based Subscription eCommerce platform,,Seed Funding,,
1771,22/09/2015,Virtual Logic,"virtual reality, 3d simulation and stereoscopic products",,Private Equity,,"800,000"
1772,22/09/2015,Furdo,Online Interior Designing platform,,Seed Funding,,"400,000"
1773,22/09/2015,LogiNext,End-to-end Logistics platform,,Private Equity,,"10,000,000"
1774,22/09/2015,Korra,Private Label Apparel sales,,Seed Funding,,"300,000"
1775,23/09/2015,Credihealth,Healthcare Consulting platform,,Seed Funding,,
1776,23/09/2015,Amigobulls,Stock Market Portal,,Seed Funding,,
1777,23/09/2015,SilverPush,Cross-device retargeting platform,,Private Equity,,"1,200,000"
1778,23/09/2015,Juggernaut,Digital & Physical Publishing platform,,Private Equity,,"2,250,000"
1779,23/09/2015,InnerChef,Food Delivery Platform,,Private Equity,,"1,750,000"
1780,24/09/2015,Quintype,Data Driven Publishing platform,,Private Equity,,"3,300,000"
1781,24/09/2015,Capabiliti,Employee OnBoarding & Orientation platform,,Seed Funding,,"400,000"
1782,24/09/2015,Fourth Partner Energy,Solar Power Solutions company,,Private Equity,,"2,000,000"
1783,24/09/2015,Licious,Online Meat Ordering platform,,Seed Funding,,"1,000,000"
1784,25/09/2015,TravelKhana,online meal-booking platform for train travelers,,Seed Funding,,
1785,28/09/2015,Quickli,hyperlocal delivery platform,,Seed Funding,,
1786,28/09/2015,Ola Cabs,Cab Booking app platform,,Private Equity,,"30,000,000"
1787,29/09/2015,Paytm,E-Commerce & M-Commerce platform,,Private Equity,,"680,000,000"
1788,29/09/2015,Inmobi,Mobile Advertising platform,,Private Equity,,"100,000,000"
1789,29/09/2015,Peppertap,Hyperlocal Grocery Delivery,,Private Equity,,"36,000,000"
1790,29/09/2015,Hugefly,Ecommerce Product recommendation platform,,Seed Funding,,
1791,29/09/2015,Brigge,Activity Based Social Network,,Seed Funding,,
1792,29/09/2015,Zakoopi,Fashion Discovery platform,,Seed Funding,,"350,000"
1793,29/09/2015,LoanCircle,Consumer lending marketplace,,Seed Funding,,
1794,30/09/2015,Infoworks,Big Data Management Platform,,Private Equity,,"5,000,000"
1795,30/09/2015,RedDoorz,Budget Accommodation Platform,,Seed Funding,,"1,000,000"
1796,30/09/2015,FirstTouch,Local Mobile OS,,Seed Funding,,
1797,30/09/2015,Eywa Media,Digital Signal processing platform,,Seed Funding,,"1,000,000"
1798,1/8/2015,Snapdeal,Ecommerce Marketplace,,Private Equity,,"500,000,000"
1799,1/8/2015,Ressy,Restaurant Discount app,,Seed Funding,,"400,000"
1800,3/8/2015,Cuelearn,Tech-enabled learning,,Seed Funding,,
1801,3/8/2015,Connect India,ECommerce Logistics provider,,Private Equity,,"5,000,000"
1802,3/8/2015,The Home Salon,on-demand home beauty and wellness portal,,Seed Funding,,
1803,3/8/2015,Jusride,Self Driven Car rental,,Seed Funding,,
1804,3/8/2015,Oyorooms,Budget Hotel accommodation brand,,Private Equity,,"100,000,000"
1805,3/8/2015,Glowship,Energy & Environment Online Marketplace,,Seed Funding,,
1806,3/8/2015,Wizrocket,User Engagment & Analytics platform,,Private Equity,,"9,600,000"
1807,4/8/2015,Pickingo,On-Demand Delivery Logistics,,Private Equity,,"1,300,000"
1808,5/8/2015,Grex,fund raising platform for startups,,Seed Funding,,"650,000"
1809,5/8/2015,LetsTransport,Logistics Tech Platform,,Seed Funding,,"1,300,000"
1810,5/8/2015,Zo Rooms,Online budget hotel chain,,Private Equity,,"30,000,000"
1811,5/8/2015,Doormint,Hyperlocal Handyman services,,Private Equity,,"3,000,000"
1812,5/8/2015,NightStay,hotel booking app,,Seed Funding,,"500,000"
1813,5/8/2015,Zocalo,Rental Accomodation finder,,Seed Funding,,
1814,5/8/2015,Sunday Realty Solutions,Tech Platform for property brokers,,Seed Funding,,"785,000"
1815,6/8/2015,Klozee,Luxury Apparel rental,,Seed Funding,,
1816,6/8/2015,Appvigil,App security  testing platform,,Seed Funding,,"500,000"
1817,6/8/2015,practo,Doctor Appointment booking app,,Private Equity,,"90,000,000"
1818,6/8/2015,LoudShout,anonymous bulletin board app,,Seed Funding,,
1819,6/8/2015,Wetravelsolo,Travel community platform,,Seed Funding,,
1820,6/8/2015,Ketto,Crowd funding platform,,Seed Funding,,"700,000"
1821,6/8/2015,Ezetap,Mobile based PoS solution,,Private Equity,,"25,000,000"
1822,6/8/2015,NDTV ecommerce venture,Car & Bike ecommerce platform,,Private Equity,,
1823,7/8/2015,Carl’s Jr,Fast food Chain Franchisee,,Seed Funding,,"630,000"
1824,7/8/2015,EasyRewardz,Loyalty Programs & Reward Points,,Private Equity,,"500,000"
1825,7/8/2015,GIBSS,Energy saving solutions provider,,Private Equity,,
1826,7/8/2015,StoreMore.in,Self-Storage Spaces,,Seed Funding,,
1827,7/8/2015,iOrderFresh,Grocery retail Mobile app,,Seed Funding,,
1828,10/8/2015,MyTaxiIndia,Taxi Rental platform,,Private Equity,,"500,000"
1829,10/8/2015,eSadar,ecommerce,,Seed Funding,,"80,000"
1830,10/8/2015,Actionable Analytics,Machine Learning Platform,,Seed Funding,,
1831,10/8/2015,MyPoolin,mobile social network,,Seed Funding,,"250,000"
1832,10/8/2015,NearBuy (previously  groupon India),Hyper-Local Ecommerce,,Private Equity,,"16,000,000"
1833,10/8/2015,Inkmonk,Online printing marketplace,,Seed Funding,,"250,000"
1834,10/8/2015,ToneTag,mobile payment software platform,,Private Equity,,"1,000,000"
1835,10/8/2015,Grey Orange,Automated Storage & Warehousing Solution,,Private Equity,,"30,000,000"
1836,11/8/2015,Livspace,Home Design & Décor solutions,,Private Equity,,"8,000,000"
1837,11/8/2015,WOW! MOMO,Quick Service Restaurant Chain,,Seed Funding,,"1,600,000"
1838,11/8/2015,RainCan,Subscription based Online Grocery platform,,Seed Funding,,"100,000"
1839,11/8/2015,Allygrow Technologies,engineering services company,,Private Equity,,"20,000,000"
1840,11/8/2015,Infogain,Business and IT consulting,,Private Equity,,"63,000,000"
1841,12/8/2015,OneAssist,Credit Card Fraud protection solutions,,Private Equity,,"7,500,000"
1842,12/8/2015,BigBasket,Online & mobile Grocery store,,Private Equity,,"50,000,000"
1843,12/8/2015,Sheroes,Career Community for Women,,Seed Funding,,"770,000"
1844,12/8/2015,Scripbox,Mutual Fund Investing platform,,Private Equity,,"2,500,000"
1845,13/08/2015,betaout,Ecommerce Marketing Software Platform,,Seed Funding,,"500,000"
1846,13/08/2015,IFMR Holdings,Financial Inclusion platform,,Private Equity,,"25,000,000"
1847,13/08/2015,Massblurb,Digital Marketing automation solution,,Seed Funding,,
1848,13/08/2015,Agrostar,Mobile Commerce for Farmers,,Private Equity,,"4,000,000"
1849,14/08/2015,VoxWeb,Picture based Social App,,Seed Funding,,"100,000"
1850,14/08/2015,Trukky,Logistics service platform,,Seed Funding,,"245,000"
1851,14/08/2015,VanityCube,On-Demand Beauty Services,,Seed Funding,,
1852,17/08/2015,Edu4Share,Exam Preparation Platform,,Seed Funding,,"220,000"
1853,17/08/2015,YourStory,Startup Focused Online Publisher,,Seed Funding,,
1854,17/08/2015,Sampurnearth,Waste Management Solutions,,Seed Funding,,"160,000"
1855,17/08/2015,Orobind,App based Fitness coaching,,Private Equity,,
1856,17/08/2015,Fixy,On demand cleaning & fixing services,,Seed Funding,,
1857,17/08/2015,MSM Box,Beauty & Lifestyle platform,,Seed Funding,,
1858,17/08/2015,ShadowFax,on-demand delivery service,,Seed Funding,,"310,000"
1859,17/08/2015,Gadgets 360,Car & Bike ecommerce platform,,Private Equity,,
1860,18/08/2015,Roposo,Fashion Discovery platform,,Private Equity,,"15,000,000"
1861,18/08/2015,IntelligenceNODE,Data Analytics Platform,,Private Equity,,"4,200,000"
1862,18/08/2015,HyperVerge,Deep Learning Cloud Algorithms,,Seed Funding,,"1,000,000"
1863,18/08/2015,Twyst,Location based engagement & rewards platform,,Seed Funding,,
1864,18/08/2015,IDfy,Online Identity Verification Services platform,,Private Equity,,
1865,18/08/2015,Zoojoo.be,Corporate Wellness App,,Private Equity,,"1,000,000"
1866,19/08/2015,Fashionove,Fashion Search & Review Platform,,Seed Funding,,
1867,19/08/2015,TimeSaverz,"Hyperlocal Maintenance, Repair & Cleaning services",,Private Equity,,"2,400,000"
1868,19/08/2015,Envoged,pre-owned Luxury online apparel seller,,Seed Funding,,
1869,19/08/2015,MebelKart,Online Furniture Marketplace,,Private Equity,,"20,000,000"
1870,20/08/2015,LabsAdvisor,Online Diagnostic Tests Marketplace,,Seed Funding,,"156,000"
1871,20/08/2015,Flatpebble,Online marketplace for Photographers,,Seed Funding,,"600,000"
1872,20/08/2015,Bluegape.com,Visual Blogging platform,,Seed Funding,,"600,000"
1873,21/08/2015,ePoise,Job Search Platform,,Seed Funding,,"500,000"
1874,24/08/2015,Jolly Food Fellow,Food Customer analytics platform,,Seed Funding,,"300,000"
1875,24/08/2015,BookMeIn,Professional Service Appointment booking service,,Seed Funding,,"400,000"
1876,24/08/2015,iZofy,Scientific Horoscope Online Assistance platform,,Seed Funding,,
1877,24/08/2015,rBus,Tech enabled AC bus service,,Seed Funding,,
1878,25/08/2015,Qyk App,On-Demand App based Professional service provider,,Private Equity,,"1,000,000"
1879,25/08/2015,EazyDiner,Restaurant Reservation Platform,,Private Equity,,"3,000,000"
1880,25/08/2015,RevX,Cross-channel CRM platform,,Private Equity,,"4,000,000"
1881,25/08/2015,ICustomMadeIt,Professional Custom creators Marketplace,,Seed Funding,,"250,000"
1882,26/08/2015,PickMyLaundry,on-Demand Washing & Dry-Cleaning,,Seed Funding,,"100,000"
1883,26/08/2015,Belita,On-Demand Beauty Service,,Seed Funding,,"400,000"
1884,26/08/2015,EzySolare,solar products and services marketplace,,Seed Funding,,
1885,26/08/2015,FoodTalkIndia,Online Food Community Platform,,Seed Funding,,"500,000"
1886,27/08/2015,InstaSafe,Private Cloud Networks SAAS platform,,Seed Funding,,
1887,27/08/2015,Eazy Coach,Education Marketplace,,Seed Funding,,
1888,27/08/2015,Djubo.com,Cloud Based Hotel Sales Platform,,Private Equity,,
1889,28/08/2015,BetterButter.in,online recipe sharing platform,,Seed Funding,,
1890,28/08/2015,Vyomo,Beauty & Lifestyle Mobile Marketplace,,Private Equity,,"2,000,000"
1891,28/08/2015,RollMafia,QSR Restaurant Chain,,Seed Funding,,"160,000"
1892,29/08/2015,iamwire,Digital Media publishing platform,,Seed Funding,,
1893,31/08/2015,DropKaffe,Online Coffee Delivery platform,,Seed Funding,,"300,000"
1894,31/08/2015,Reverie,Language Localization Cloud platform,,Private Equity,,"4,000,000"
1895,31/08/2015,Infinite Analytics,Big Data & predictive Analysis Platform,,Private Equity,,
1896,1/7/2015,Parcelled,Online Logistics Platform,,Seed Funding,,
1897,1/7/2015,Retigence Technologies,Business IT Intelligence Services,,Private Equity,,
1898,1/7/2015,Cloudcherry Analytics,CRM / Analytics platform,,Seed Funding,,"1,000,000"
1899,1/7/2015,HandyHome,Hyperlocal Electronics repair Service,,Seed Funding,,"630,000"
1900,1/7/2015,iDreamCareer,Ed-Tech Platform,,Seed Funding,,
1901,1/7/2015,Ola Cabs,Cab rental Mobile app,,Private Equity,,
1902,1/7/2015,NxtGen,IT infrastructure & Data Center services,,Private Equity,,"13,500,000"
1903,2/7/2015,BankBazaar,Online Financial Services,,Private Equity,,"60,000,000"
1904,2/7/2015,Gozoomo,Used Car Marketplace,,Private Equity,,"5,000,000"
1905,2/7/2015,Zenatix,Internet of Things platform,,Seed Funding,,"161,000"
1906,3/7/2015,CultureAlley,Language Learning App,,Private Equity,,"6,500,000"
1907,3/7/2015,Goqii,Mobile Fitness Marketplace,,Private Equity,,
1908,3/7/2015,Gingercrush,Custom Merchandize platform,,Seed Funding,,"1,000,000"
1909,4/7/2015,Elanic,P2P Pre-owned goods marketplace,,Seed Funding,,
1910,4/7/2015,Stitchwood,Custom Furniture Marketplace,,Seed Funding,,"395,000"
1911,5/7/2015,Urban Tailor,Online Tailoring Services,,Seed Funding,,
1912,6/7/2015,ConfirmtTkt,Rail Ticket Confirmation predictor,,Seed Funding,,
1913,6/7/2015,Paper Boat,Ethnic Beverages manufacturer,,Private Equity,,"30,000,000"
1914,6/7/2015,getNow,Hyperlocal Goods marketplace,,Seed Funding,,
1915,7/7/2015,Wudstay,Budget Accommodation aggregator,,Private Equity,,"3,000,000"
1916,7/7/2015,Liases Foras,Real Estate Rating & Analysis,,Private Equity,,"5,000,000"
1917,7/7/2015,Eatlo,Food Delivery platform,,Seed Funding,,
1918,7/7/2015,IndiaLends,Financial Tech,,Private Equity,,
1919,8/7/2015,Quinto,Food Discovery App,,Seed Funding,,
1920,8/7/2015,Saavn,Music Streaming App,,Private Equity,,"100,000,000"
1921,8/7/2015,Flytxt,Big Data & Analytics platform,,Private Equity,,"11,000,000"
1922,8/7/2015,Axtria,Big Data & Analytics platform,,Private Equity,,"30,000,000"
1923,8/7/2015,33Coupons,Coupon Aggregator Platform,,Seed Funding,,"20,000"
1924,8/7/2015,Ampere,Electric Scooter manufacturer,,Seed Funding,,
1925,8/7/2015,Hopping Chef,Online Food-Tech Platform,,Seed Funding,,"470,000"
1926,8/7/2015,Collectabillia,Celebrity Fashion Brand,,Private Equity,,"7,500,000"
1927,8/7/2015,Lendingkart,Online Finance lending platform,,Private Equity,,"10,000,000"
1928,8/7/2015,Lybrate,Healthcare Mobile App,,Private Equity,,"10,200,000"
1929,8/7/2015,Zoomcar,Self-driven vehicle rental,,Private Equity,,"11,000,000"
1930,9/7/2015,News in shorts,News Aggregator mobile app,,Private Equity,,"20,000,000"
1931,9/7/2015,Bluestone,Online Jewellery Store,,Private Equity,,"16,200,000"
1932,9/7/2015,Shopsity,Fashion Info Aggregator App,,Seed Funding,,
1933,9/7/2015,Notesgen,Online Study Notes Marketplace,,Seed Funding,,
1934,10/7/2015,Infinity Assurance,Warranty Programs Service Administration,,Seed Funding,,"600,000"
1935,10/7/2015,Footprints Education,Pre-School Chain,,Seed Funding,,"685,000"
1936,10/7/2015,Loylty Rewards,Premium Loyalty Rewards Point Management,,Private Equity,,"19,350,000"
1937,13/7/2015,Ameyo,Contact Center Software Platform,,Private Equity,,"5,000,000"
1938,13/7/2015,Mamagoto,Casual Dining restaurant Chain,,Private Equity,,"10,000,000"
1939,13/7/2015,Satvacart,Online Grocery Delivery,,Seed Funding,,
1940,14/7/2015,MySmartPrice,Online comparison engine,,Private Equity,,"10,000,000"
1941,14/7/2015,Zenify,Residential Rental management platform,,Seed Funding,,
1942,14/7/2015,Boxmyspace,Physical Storage warehouses,,Seed Funding,,"300,000"
1943,14/7/2015,HackerRank,Tech Recruitment platform,,Private Equity,,"7,500,000"
1944,14/7/2015,WickedRide,Bike Rental Platform,,Seed Funding,,"790,000"
1945,14/7/2015,WoWexpress,Tech enabled logistics platform,,Seed Funding,,"500,000"
1946,15/7/2015,Oyo Rooms,Budget Hotel Accommodation,,Private Equity,,"100,000,000"
1947,15/7/2015,Mobikon,Restaurant customer engagement platform,,Private Equity,,"2,300,000"
1948,15/7/2015,InstaLively.com,Live video streaming app,,Seed Funding,,
1949,15/7/2015,Roadrunnr,Hyper local logistics platform,,Private Equity,,"11,000,000"
1950,16/7/2015,Ketto,Crowd Funding Platform,,Seed Funding,,"700,000"
1951,17/7/2015,QuikWallet,F&B sector Mobile Payment platform,,Private Equity,,"1,600,000"
1952,17/7/2015,Omnikart,Industrial Supplies B2B ecommerce,,Seed Funding,,"100,000"
1953,20/7/2015,Zo Rooms,Online budget hotel chain,,Private Equity,,"15,000,000"
1954,20/7/2015,Innoviti,Payment Solutions platform,,Private Equity,,"4,850,000"
1955,21/7/2015,ZenRadius,Online Hiring Platform,,Seed Funding,,
1956,21/7/2015,Joy by nature,Organic Food ecommerce,,Private Equity,,"1,000,000"
1957,22/7/2015,Iqlect,Big Data & Analytics platform,,Private Equity,,"2,000,000"
1958,22/7/2015,deGustibus,Fine Dining Restaurant Chain,,Private Equity,,"30,000,000"
1959,23/7/2015,Nestaway,Luxury Rental Homes,,Private Equity,,"12,750,000"
1960,23/7/2015,Mswipe,Mobile Point of Sale payment solution,,Private Equity,,"25,000,000"
1961,23/7/2015,Myonsto,Online Grocers,,Seed Funding,,"320,000"
1962,23/7/2015,iCrushiFlush,Casual Dating App,,Seed Funding,,
1963,23/7/2015,MedGenome,Clinical Genomics Provider,,Private Equity,,"20,000,000"
1964,23/7/2015,HolidayIQ,Travel information portal,,Private Equity,,"15,000,000"
1965,23/7/2015,Fitternity,Fitness Marketplace,,Private Equity,,"1,000,000"
1966,23/7/2015,Quikr,Online & Mobile classified listings,,Private Equity,,"60,000,000"
1967,23/7/2015,JetSetGo,Private Jet/ Helicopter Marketplace,,Seed Funding,,
1968,24/7/2015,BroEx,Real Estate Broker network App,,Private Equity,,"1,000,000"
1969,25/7/2015,Shopatplaces,Ethnic/ Traditional Fashion Store,,Seed Funding,,
1970,25/7/2015,CredR,Used Bikes Marketplace,,Private Equity,,"15,000,000"
1971,27/7/2015,ManageMySpa,Spa & Salon Management Software,,Private Equity,,"6,000,000"
1972,27/7/2015,Townrush,B2B logistics delivery platform,,Seed Funding,,
1973,27/7/2015,Locus,Logistics Automation Platform,,Seed Funding,,
1974,27/7/2015,Bevy,Online Hiring Platform,,Seed Funding,,
1975,28/7/2015,Pepperfry,Online home décor marketplace,,Private Equity,,"100,000,000"
1976,28/7/2015,Flipkart.com,Online Marketplace,,Private Equity,,"700,000,000"
1977,28/7/2015,Opinio,Hyperlocal food & grocery store,,Seed Funding,,"1,300,000"
1978,28/7/2015,Zoctr,Health-Tech platform,,Seed Funding,,"1,000,000"
1979,29/7/2015,Zimmber,Hyperlocal Handyman Services,,Private Equity,,"2,000,000"
1980,29/7/2015,trueHb,Medical Tech Instruments,,Seed Funding,,"2,400,000"
1981,29/7/2015,Zovi.com / Little App,Hyperlocal Deals Marketplace,,Private Equity,,"50,000,000"
1982,29/7/2015,Swajal,Innovative Water Solutions,,Private Equity,,"1,200,000"
1983,30/7/2015,Pipa Bella,Online Jewelry Store,,Private Equity,,"600,000"
1984,30/7/2015,Pragmatix,Business intelligence & Analytics,,Private Equity,,"2,400,000"
1985,30/7/2015,Droom.in,Used Vehicle Marketplace,,Private Equity,,"16,000,000"
1986,30/7/2015,MadRat Games,Educational Board Games,,Seed Funding,,"168,000"
1987,30/7/2015,Noodle Play,Chinese food delivery,,Seed Funding,,"168,000"
1988,30/7/2015,Wassup,On-Demand Laundry & Dry cleaning App,,Private Equity,,
1989,30/7/2015,Cartisan,On-Demand Car services App,,Seed Funding,,
1990,31/7/2015,LazyLad,Hyperlocal Grocery App,,Private Equity,,"500,000"
1991,31/7/2015,TripFactory,Online Curated Holiday package bookings,,Private Equity,,
1992,31/7/2015,Prothom,Hasbro Toy Manufacturer,,Private Equity,,"2,000,000"
1993,31/7/2015,Bona Vita,Travel Tech,,Private Equity,,"5,000,000"
1994,1/6/2015,Vyomo,Beauty and Wellness Platform,,Seed Funding,,
1995,1/6/2015,Veeba Foods,Healthy Food Manufacturer,,Private Equity,,"6,000,000"
1996,1/6/2015,Truebil,Used Car Marketplace,,Seed Funding,,"500,000"
1997,1/6/2015,Meritnation,Online Learning Platform,,Private Equity,,"4,000,000"
1998,1/6/2015,Eattreatonline,Healthy Food Online Community,,Seed Funding,,"350,000"
1999,1/6/2015,CredR,Used two-wheeler Marketplace,,Seed Funding,,
2000,1/6/2015,Glamrs,Online Fashion Video Portal,,Private Equity,,"1,000,000"
2001,1/6/2015,Proviera,Probiotic Technology Products Manufacturer,,Private Equity,,"550,000"
2002,1/6/2015,Arth DesignBuild,Architectural Design & Consulting,,Seed Funding,,"500,000"
2003,2/6/2015,Saama,Big Data & Analytics Services,,Private Equity,,"35,000,000"
2004,2/6/2015,AllIzHealth,Preventive Healthcare Services,,Seed Funding,,"350,000"
2005,2/6/2015,Karma Healthcare,Tech-enabled Rural Healthcare Services,,Private Equity,,
2006,3/6/2015,Entropy Innovations,Engineering Innovations,,Seed Funding,,
2007,3/6/2015,Propstack,Real Estate Intelligence Platform,,Private Equity,,"3,000,000"
2008,3/6/2015,MyTaxiIndia,Online Car Rental Affiliates,,Seed Funding,,"100,000"
2009,3/6/2015,Arkin Net,Data Center Software platform,,Private Equity,,"15,000,000"
2010,3/6/2015,Little Black Book Delhi,Online City & Lifestyle Guide,,Seed Funding,,"150,000"
2011,3/6/2015,MyPoolin,P2P Payments platform,,Seed Funding,,
2012,3/6/2015,iCustomadeit,Bespoke Merchandize Marketplace,,Seed Funding,,"250,000"
2013,3/6/2015,KAARYAH,Women Lifestyle Marketplace,,Seed Funding,,
2014,4/6/2015,Ecom Express,Logistics Solution Provider,,Private Equity,,"137,000,000"
2015,4/6/2015,Vidooly,Video Intelligence Platform,,Private Equity,,"1,000,000"
2016,4/6/2015,Zopper,Hyperlocal Shopping App,,Private Equity,,"20,000,000"
2017,4/6/2015,Flipkart,eCommerce platform,,Private Equity,,"50,000,000"
2018,5/6/2015,kWatt Solutions,Renewable energy solutions,,Seed Funding,,"500,000"
2019,5/6/2015,Medwell Ventures,HealthcareService provider,,Private Equity,,"10,000,000"
2020,5/6/2015,Jugnoo,Auto Rickshaw Based Services,,Private Equity,,"5,000,000"
2021,8/6/2015,PosterGully,Artist / Designer Marketplace,,Seed Funding,,
2022,8/6/2015,Applied Solar Technologies,Off-grid Solar Power,,Private Equity,,"40,000,000"
2023,9/6/2015,Clovia,Private Label lingerie Ecommerce,,Private Equity,,"5,000,000"
